질문 index,turn number,질문 카테고리 2단계,질문지,기대 행동,정답지,평가,평가 원인,평가 결과,응답 json 경로
LOG-003,5,로그 기반 추가 > 실사용 추천 흐름,Square란?,"현재 대화 맥락을 유지하면서 사용자의 의도를 해석해 추천, 설명, 재질문 중 가장 적절한 다음 행동을 해야 한다. 모호하면 짧고 구체적인 확인 질문으로 이어간다.",기대 결과: 맥락 유지 + 적절한 다음 단계 선택,통과,내부 DB 기반 설명이 확인됩니다.,"purpose=general_chat | filters=workPieceName=Aluminum, diameterMm=10, material=N | source=internal_db | explanation=Square란?",responses/LOG-003/turn_05.json
LOG-004,1,로그 기반 추가 > 실사용 추천 흐름,"🧭 문의 목적: 신규 제품 추천
🧱 가공 소재: 탄소강
🛠️ 가공 방식: Milling
📐 가공 형상: 모름
📏 공구 직경: 모름
🌐 국가: 전체 국가 (ALL)

위 조건에 맞는 YG-1 제품을 추천해 주세요.","문장에서 추출 가능한 필터를 인식해 추천 엔진 상태에 반영해야 한다. 필터를 적용한 뒤 후보가 충분히 좁혀지면 제품 리스트를 추천하고, 아직 넓으면 다음 확인 질문을 한다. 내부 DB 밖의 제품 정보는 만들어내지 않는다.",필수 필터/의도: material=P | 기대 결과: 필터 적용 후 추천 또는 추가 질문,통과,필수 필터 적용 확인: material=P,"purpose=question | filters=material=P, cuttingType=Side_Milling",responses/LOG-004/turn_01.json
LOG-004,2,로그 기반 추가 > 실사용 추천 흐름,직경 추천 부탁해요 ㅎㅎ,"현재 대화 맥락을 유지하면서 사용자의 의도를 해석해 추천, 설명, 재질문 중 가장 적절한 다음 행동을 해야 한다. 모호하면 짧고 구체적인 확인 질문으로 이어간다.",기대 결과: 맥락 유지 + 적절한 다음 단계 선택,통과,설명형 응답이 확인됩니다.,"purpose=question | filters=material=P, cuttingType=Side_Milling",responses/LOG-004/turn_02.json
LOG-004,3,로그 기반 추가 > 실사용 추천 흐름,TiN Coating (1805개),"현재 대화 맥락을 유지하면서 사용자의 의도를 해석해 추천, 설명, 재질문 중 가장 적절한 다음 행동을 해야 한다. 모호하면 짧고 구체적인 확인 질문으로 이어간다.",기대 결과: 맥락 유지 + 적절한 다음 단계 선택,통과,설명형 응답이 확인됩니다.,"purpose=question | filters=material=P, cuttingType=Side_Milling, coating=TiN",responses/LOG-004/turn_03.json
LOG-004,4,로그 기반 추가 > 실사용 추천 흐름,직경 어떻게하는게 좋아?,"현재 대화 맥락을 유지하면서 사용자의 의도를 해석해 추천, 설명, 재질문 중 가장 적절한 다음 행동을 해야 한다. 모호하면 짧고 구체적인 확인 질문으로 이어간다.",기대 결과: 맥락 유지 + 적절한 다음 단계 선택,통과,설명형 응답이 확인됩니다.,"purpose=question | filters=material=P, cuttingType=Side_Milling, coating=TiN",responses/LOG-004/turn_04.json
LOG-005,1,로그 기반 추가 > 실사용 추천 흐름,"🎯 문의 목적: 신규 제품 추천
🔩 피삭재 (소재): 알루미늄
⚙️ 가공 형상: Side_Milling,Side Milling
🔧 가공 방식: Milling
📏 공구 직경: 8mm

위 조건으로 적합한 YG-1 제품을 추천해주세요.","문장에서 추출 가능한 필터를 인식해 추천 엔진 상태에 반영해야 한다. 필터를 적용한 뒤 후보가 충분히 좁혀지면 제품 리스트를 추천하고, 아직 넓으면 다음 확인 질문을 한다. 내부 DB 밖의 제품 정보는 만들어내지 않는다.","필수 필터/의도: workPieceName=Aluminum, diameterMm=8 | 기대 결과: 필터 적용 후 추천 또는 추가 질문",통과,"필수 필터 적용 확인: workPieceName=Aluminum, diameterMm=8","purpose=question | filters=workPieceName=Aluminum, cuttingType=Side_Milling, diameterMm=8",responses/LOG-005/turn_01.json
LOG-005,2,로그 기반 추가 > 실사용 추천 흐름,3날 (193개),"문장에서 추출 가능한 필터를 인식해 추천 엔진 상태에 반영해야 한다. 기존 세션 필터를 유지한 채 새 조건을 누적 또는 수정하고, 그 결과에 따라 제품 리스트 추천 또는 추가 확인 질문으로 이어간다. 내부 DB 밖의 제품 정보는 만들어내지 않는다.",필수 필터/의도: fluteCount=3 | 기대 결과: 필터 적용 후 추천 또는 추가 질문,통과,필수 필터 적용 확인: fluteCount=3,"purpose=question | filters=workPieceName=Aluminum, cuttingType=Side_Milling, diameterMm=8, fluteCount=3",responses/LOG-005/turn_02.json
LOG-005,3,로그 기반 추가 > DB/설명,각각에 대해서 설명,"시리즈/브랜드/코팅 설명 요청으로 해석하고, 내부 지식이나 명시된 외부 검색 범위 안에서 설명한다. 확인되지 않은 브랜드나 시리즈는 사실처럼 말하지 않는다.","기대 결과: 설명형 응답, 근거 없는 정보 금지",통과,설명형 응답이 확인됩니다.,"purpose=general_chat | filters=workPieceName=Aluminum, cuttingType=Side_Milling, diameterMm=8, fluteCount=3 | explanation=각각에 대해서 설명",responses/LOG-005/turn_03.json
LOG-005,4,로그 기반 추가 > 실사용 추천 흐름,램핑 가공에서는 어떤 형상이 좋은가,"현재 대화 맥락을 유지하면서 사용자의 의도를 해석해 추천, 설명, 재질문 중 가장 적절한 다음 행동을 해야 한다. 모호하면 짧고 구체적인 확인 질문으로 이어간다.",기대 결과: 맥락 유지 + 적절한 다음 단계 선택,통과,설명형 응답이 확인됩니다.,"purpose=general_chat | filters=workPieceName=Aluminum, cuttingType=Side_Milling, diameterMm=8, fluteCount=3 | explanation=램핑 가공에서는 어떤 형상이 좋은가",responses/LOG-005/turn_04.json
LOG-005,5,로그 기반 추가 > 실사용 추천 흐름,비철금속 (26개),"문장에서 추출 가능한 필터를 인식해 추천 엔진 상태에 반영해야 한다. 기존 세션 필터를 유지한 채 새 조건을 누적 또는 수정하고, 그 결과에 따라 제품 리스트 추천 또는 추가 확인 질문으로 이어간다. 내부 DB 밖의 제품 정보는 만들어내지 않는다.",필수 필터/의도: workPieceName=Aluminum | 기대 결과: 필터 적용 후 추천 또는 추가 질문,통과,필수 필터 적용 확인: workPieceName=Aluminum,"purpose=question | filters=workPieceName=Aluminum, cuttingType=Side_Milling, diameterMm=8, fluteCount=3, material=N",responses/LOG-005/turn_05.json
LOG-006,1,로그 기반 추가 > 실사용 추천 흐름,"🎯 문의 목적: 신규 제품 추천
🔩 피삭재 (소재): 알루미늄
⚙️ 가공 형상: Side_Milling
🔧 가공 방식: Milling
📏 공구 직경: 10mm

위 조건으로 적합한 YG-1 제품을 추천해주세요.","문장에서 추출 가능한 필터를 인식해 추천 엔진 상태에 반영해야 한다. 필터를 적용한 뒤 후보가 충분히 좁혀지면 제품 리스트를 추천하고, 아직 넓으면 다음 확인 질문을 한다. 내부 DB 밖의 제품 정보는 만들어내지 않는다.","필수 필터/의도: workPieceName=Aluminum, diameterMm=10 | 기대 결과: 필터 적용 후 추천 또는 추가 질문",통과,"필수 필터 적용 확인: workPieceName=Aluminum, diameterMm=10","purpose=question | filters=workPieceName=Aluminum, cuttingType=Side_Milling, diameterMm=10",responses/LOG-006/turn_01.json
LOG-006,2,로그 기반 추가 > 실사용 추천 흐름,8날 (9개),"문장에서 추출 가능한 필터를 인식해 추천 엔진 상태에 반영해야 한다. 기존 세션 필터를 유지한 채 새 조건을 누적 또는 수정하고, 그 결과에 따라 제품 리스트 추천 또는 추가 확인 질문으로 이어간다. 내부 DB 밖의 제품 정보는 만들어내지 않는다.",필수 필터/의도: fluteCount=8 | 기대 결과: 필터 적용 후 추천 또는 추가 질문,통과,필수 필터 적용 확인: fluteCount=8,"purpose=question | filters=workPieceName=Aluminum, cuttingType=Side_Milling, diameterMm=10, fluteCount=8",responses/LOG-006/turn_02.json
LOG-006,3,로그 기반 추가 > 실사용 추천 흐름,아 날수 틀렸어 ㅠㅠ 실수했어 미안,"현재 대화 맥락을 유지하면서 사용자의 의도를 해석해 추천, 설명, 재질문 중 가장 적절한 다음 행동을 해야 한다. 모호하면 짧고 구체적인 확인 질문으로 이어간다.",기대 결과: 맥락 유지 + 적절한 다음 단계 선택,통과,설명형 응답이 확인됩니다.,"purpose=question | filters=workPieceName=Aluminum, cuttingType=Side_Milling, diameterMm=10",responses/LOG-006/turn_03.json
LOG-006,4,로그 기반 추가 > 실사용 추천 흐름,φ10mm 외 다른 직경,"문장에서 추출 가능한 필터를 인식해 추천 엔진 상태에 반영해야 한다. 기존 세션 필터를 유지한 채 새 조건을 누적 또는 수정하고, 그 결과에 따라 제품 리스트 추천 또는 추가 확인 질문으로 이어간다. 내부 DB 밖의 제품 정보는 만들어내지 않는다.",필수 필터/의도: diameterMm=10 | 기대 결과: 필터 적용 후 추천 또는 추가 질문,실패,필수 필터 미적용: diameterMm=10,"purpose=question | filters=workPieceName=Aluminum, cuttingType=Side_Milling",responses/LOG-006/turn_04.json
LOG-006,5,로그 기반 추가 > 실사용 추천 흐름,8mm (3개),"문장에서 추출 가능한 필터를 인식해 추천 엔진 상태에 반영해야 한다. 기존 세션 필터를 유지한 채 새 조건을 누적 또는 수정하고, 그 결과에 따라 제품 리스트 추천 또는 추가 확인 질문으로 이어간다. 내부 DB 밖의 제품 정보는 만들어내지 않는다.",필수 필터/의도: diameterMm=8 | 기대 결과: 필터 적용 후 추천 또는 추가 질문,통과,필수 필터 적용 확인: diameterMm=8,"purpose=question | filters=workPieceName=Aluminum, cuttingType=Side_Milling, diameterMm=8",responses/LOG-006/turn_05.json
LOG-007,1,로그 기반 추가 > 실사용 추천 흐름,"🎯 문의 목적: 신규 제품 추천
🔩 피삭재 (소재): 알루미늄
⚙️ 가공 형상: 모름
🔧 가공 방식: Milling
📏 공구 직경: 10mm

위 조건으로 적합한 YG-1 제품을 추천해주세요.","문장에서 추출 가능한 필터를 인식해 추천 엔진 상태에 반영해야 한다. 필터를 적용한 뒤 후보가 충분히 좁혀지면 제품 리스트를 추천하고, 아직 넓으면 다음 확인 질문을 한다. 내부 DB 밖의 제품 정보는 만들어내지 않는다.","필수 필터/의도: workPieceName=Aluminum, diameterMm=10 | 기대 결과: 필터 적용 후 추천 또는 추가 질문",통과,"필수 필터 적용 확인: workPieceName=Aluminum, diameterMm=10","purpose=question | filters=workPieceName=Aluminum, diameterMm=10",responses/LOG-007/turn_01.json
LOG-007,2,로그 기반 추가 > 실사용 추천 흐름,비철금속,"문장에서 추출 가능한 필터를 인식해 추천 엔진 상태에 반영해야 한다. 기존 세션 필터를 유지한 채 새 조건을 누적 또는 수정하고, 그 결과에 따라 제품 리스트 추천 또는 추가 확인 질문으로 이어간다. 내부 DB 밖의 제품 정보는 만들어내지 않는다.",필수 필터/의도: workPieceName=Aluminum | 기대 결과: 필터 적용 후 추천 또는 추가 질문,통과,필수 필터 적용 확인: workPieceName=Aluminum,"purpose=question | filters=workPieceName=Aluminum, diameterMm=10, material=N",responses/LOG-007/turn_02.json
LOG-007,3,로그 기반 추가 > 실사용 추천 흐름,그것들 차이가 뭐야 ?,"현재 대화 맥락을 유지하면서 사용자의 의도를 해석해 추천, 설명, 재질문 중 가장 적절한 다음 행동을 해야 한다. 모호하면 짧고 구체적인 확인 질문으로 이어간다.",기대 결과: 맥락 유지 + 적절한 다음 단계 선택,통과,설명형 응답이 확인됩니다.,"purpose=general_chat | filters=workPieceName=Aluminum, diameterMm=10, material=N | explanation=그것들 차이가 뭐야 ?",responses/LOG-007/turn_03.json
LOG-007,4,로그 기반 추가 > 실사용 추천 흐름,Radius란?,"문장에서 추출 가능한 필터를 인식해 추천 엔진 상태에 반영해야 한다. 기존 세션 필터를 유지한 채 새 조건을 누적 또는 수정하고, 그 결과에 따라 제품 리스트 추천 또는 추가 확인 질문으로 이어간다. 내부 DB 밖의 제품 정보는 만들어내지 않는다.",필수 필터/의도: toolSubtype=Radius | 기대 결과: 필터 적용 후 추천 또는 추가 질문,실패,필수 필터 미적용: toolSubtype=Radius,"purpose=general_chat | filters=workPieceName=Aluminum, diameterMm=10, material=N | source=internal_db | explanation=Radius란?",responses/LOG-007/turn_04.json
LOG-007,5,로그 기반 추가 > 실사용 추천 흐름,Square란?,"현재 대화 맥락을 유지하면서 사용자의 의도를 해석해 추천, 설명, 재질문 중 가장 적절한 다음 행동을 해야 한다. 모호하면 짧고 구체적인 확인 질문으로 이어간다.",기대 결과: 맥락 유지 + 적절한 다음 단계 선택,통과,내부 DB 기반 설명이 확인됩니다.,"purpose=general_chat | filters=workPieceName=Aluminum, diameterMm=10, material=N | source=internal_db | explanation=Square란?",responses/LOG-007/turn_05.json
LOG-008,1,로그 기반 추가 > 실사용 추천 흐름,"🎯 문의 목적: 신규 제품 추천
🔩 피삭재 (소재): 알루미늄
⚙️ 가공 형상: Side_Milling,Side Milling
🔧 가공 방식: Milling
📏 공구 직경: 8mm

위 조건으로 적합한 YG-1 제품을 추천해주세요.","문장에서 추출 가능한 필터를 인식해 추천 엔진 상태에 반영해야 한다. 필터를 적용한 뒤 후보가 충분히 좁혀지면 제품 리스트를 추천하고, 아직 넓으면 다음 확인 질문을 한다. 내부 DB 밖의 제품 정보는 만들어내지 않는다.","필수 필터/의도: workPieceName=Aluminum, diameterMm=8 | 기대 결과: 필터 적용 후 추천 또는 추가 질문",통과,"필수 필터 적용 확인: workPieceName=Aluminum, diameterMm=8","purpose=question | filters=workPieceName=Aluminum, cuttingType=Side_Milling, diameterMm=8",responses/LOG-008/turn_01.json
LOG-008,2,로그 기반 추가 > 실사용 추천 흐름,3날 (193개),"문장에서 추출 가능한 필터를 인식해 추천 엔진 상태에 반영해야 한다. 기존 세션 필터를 유지한 채 새 조건을 누적 또는 수정하고, 그 결과에 따라 제품 리스트 추천 또는 추가 확인 질문으로 이어간다. 내부 DB 밖의 제품 정보는 만들어내지 않는다.",필수 필터/의도: fluteCount=3 | 기대 결과: 필터 적용 후 추천 또는 추가 질문,통과,필수 필터 적용 확인: fluteCount=3,"purpose=question | filters=workPieceName=Aluminum, cuttingType=Side_Milling, diameterMm=8, fluteCount=3",responses/LOG-008/turn_02.json
